id,detail_url,original_location,title,address_raw,address_normalized,street,ward,district_detail,province_detail,address_source,validation_status,address_category,crawl_status,crawl_error
147665,https://batdongsan.vn/ban-nha-mattien-duong-huynh-van-banh-p11-phu-nhuan-40-ty-46x23m-r147665,"Phú Nhuận, Hồ Chí Minh","Bán Nhà MặtTiền Đường Huỳnh Văn Bánh, P.11, Phú Nhuận, 40 Tỷ (4.6x23m)",Đường Huỳnh Văn Bánh,Đường Huỳnh Văn Bánh,,,Phú Nhuận,Hồ Chí Minh,title,consistent,street_only,success,
107552,https://batdongsan.vn/ban-nha-hxh-duong-ma-lo-dt-485x13m-3-lau-gia-56-ty-tl-lien-he-ngay-r277746,"Bình Tân, Hồ Chí Minh","Bán nhà HXH đường MÃ LÒ, DT: 4.85x13m, 3 lầu, giá: 5.6 tỷ TL Liên Hệ Ngay","Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ","Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ",Đường Mã Lò,,Bình Tân,Hồ Chí Minh,dedicated_address,consistent,project_or_residential_area,success,
81449,https://batdongsan.vn/nha-dep-truong-cong-dinh-33-x-10m-1-lau-38-ty-tan-binh-r251600,"Tân Bình, Hồ Chí Minh","Nhà đẹp, Trương Công Định, 3.3 x 10m, 1 lầu, 3.8 tỷ, Tân Bình","Nhà đẹp, Trương Công Định, 3.3 x 10m, 1 lầu, 3.8 tỷ, Tân Bình","Nhà đẹp, Trương Công Định, 3.3 x 10m, 1 lầu, 3.8 tỷ, Tân Bình",,,Tân Bình,Hồ Chí Minh,title,consistent,unclear,success,
178284,https://batdongsan.vn/ban-nha-goc-2mt-dang-kinh-doanh-cafe-12-chdv-thu-nhap-cao-so-hong-rieng-vi-tri-dep-r178284,"Tân Phú, Hồ Chí Minh","Bán Nhà Góc 2MT Đang Kinh Doanh Café & 12 CHDV Thu Nhập Cao, Sổ Hồng Riêng, Vị Trí Đẹp","Bán Nhà Góc 2MT Đang Kinh Doanh Café & 12 CHDV Thu Nhập Cao, Sổ Hồng Riêng, Vị Trí Đẹp","Bán Nhà Góc 2MT Đang Kinh Doanh Café & 12 CHDV Thu Nhập Cao, Sổ Hồng Riêng, Vị Trí Đẹp",,,Tân Phú,Hồ Chí Minh,title,consistent,unclear,success,
98500,https://batdongsan.vn/nha-moi-cach-1-can-ra-mat-tien-canh-vua-bien-68-le-trong-tan-39-ty-r268680,"Tân Phú, Hồ Chí Minh","Nhà mới cách 1 căn ra mặt tiền, cạnh Vua Biển 68 Lê Trọng Tấn, 3.9 tỷ","Nhà mới cách 1 căn ra mặt tiền, cạnh Vua Biển 68 Lê Trọng Tấn, 3.9 tỷ","Nhà mới cách 1 căn ra mặt tiền, cạnh Vua Biển 68 Lê Trọng Tấn, 3.9 tỷ",,,Tân Phú,Hồ Chí Minh,title,consistent,landmark_only,success,
155555,https://batdongsan.vn/ban-gap-nha-mat-pho-q11-14-ty-106m2-3-tang-nhinh-14-ty-r155555,"Quận 11, Hồ Chí Minh","Bán gấp nhà mặt phố Q.11, 14 tỷ, 106m², 3 tầng, nhỉnh 
14 tỷ",phố Q.11,phố Quận 11,Phố Q,,Quận 11,Hồ Chí Minh,title,consistent,street_only,success,
110666,https://batdongsan.vn/cuc-pham-trung-tam-thanh-xuan-lo-goc-kinh-doanh-nhinh-7-ty-r280860,"Thanh Xuân, Hà Nội",CỰC PHẨM - TRUNG TÂM THANH XUÂN - LÔ GÓC- KINH DOANH - NHỈNH 7 TỶ,CỰC PHẨM - TRUNG TÂM THANH XUÂN - LÔ GÓC- KINH DOANH - NHỈNH 7 TỶ,CỰC PHẨM - TRUNG TÂM THANH XUÂN - LÔ GÓC- KINH DOANH - NHỈNH 7 TỶ,Trung Tâm Thanh Xuân,,Thanh Xuân,Hà Nội,title,consistent,street_only,success,
146531,https://batdongsan.vn/ban-nha-dep-mat-ngo-thong-pho-cho-kham-thien-28m2-5tang-mat-tien-28m-48-ty-dong-da-r146531,"Đống Đa, Hà Nội",Bán nhà đẹp mặt ngõ thông phố Chợ Khâm Thiên 28m2 5tầng mặt tiền 2.8m 4.8 Tỷ Đống Đa,ngõ thông phố Chợ Khâm Thiên 28m2 5tầng mặt tiền 2.8m 4.8 Tỷ Đống Đa,ngõ thông phố Chợ Khâm Thiên 28m2 5tầng mặt tiền 2.8m 4.8 Tỷ Đống Đa,,,Đống Đa,Hà Nội,title,consistent,alley_or_lane,success,
110452,https://batdongsan.vn/nha-pho-nguyen-chi-thanh50mngay-bai-gui-o-togan-chodan-tri-cao74-ty0348051001-r280646,"Đống Đa, Hà Nội","Nhà phố Nguyễn Chí Thanh,50m,ngay bãi gửi ô tô,gần chợ,dân trí cao,7.4 tỷ,0348051001",phố Nguyễn Chí Thanh,phố Nguyễn Chí Thanh,,,Đống Đa,Hà Nội,title,consistent,street_only,success,
87529,https://batdongsan.vn/ban-nha-ha-dong-ha-noi-o-to-do-cua-dien-tich-rong-52m2-gia-35-ty-r257697,"Hà Đông, Hà Nội","Bán nhà Hà Đông – Hà Nội; Ô tô đỗ cửa, diện tích rộng; 52m2 Giá 3.5 tỷ.","Bán nhà Hà Đông – Hà Nội; Ô tô đỗ cửa, diện tích rộng; 52m2 Giá 3.5 tỷ.","Bán nhà Hà Đông – Hà Nội; Ô tô đỗ cửa, diện tích rộng; 52m2 Giá 3.5 tỷ.",,,Hà Đông,Hà Nội,title,consistent,unclear,success,
192031,https://batdongsan.vn/toa-nha-9-tang-2-mat-tien-dang-cap-sieu-pham-10m-ra-mat-pho-truong-chinh-gara-4-o-to-r192031,"Đống Đa, Hà Nội",TÒA NHÀ 9 TẦNG 2 MẶT TIỀN  ĐẲNG CẤP- SIÊU PHẨM 10M RA MẶT PHỐ TRƯỜNG CHINH – GARA 4 Ô TÔ,MẶT TIỀN  ĐẲNG CẤP- SIÊU PHẨM 10M RA MẶT PHỐ TRƯỜNG CHINH – GARA 4 Ô TÔ,MẶT TIỀN ĐẲNG CẤP- SIÊU PHẨM 10M RA MẶT PHỐ TRƯỜNG CHINH – GARA 4 Ô TÔ,Mặt Tiền  Đẳng Cấp,,Đống Đa,Hà Nội,title,consistent,street_only,success,
173680,https://batdongsan.vn/can-nha-cuoi-cung-gia-tot-nhat-vo-chi-cong-ho-tay-giam-ngay-800-trieu-r173680,"Cầu Giấy, Hà Nội","CĂN NHÀ CUỐI CÙNG GIÁ TỐT NHẤT VÕ CHÍ CÔNG - HỒ TÂY, GIẢM NGAY 800 TRIỆU!","CĂN NHÀ CUỐI CÙNG GIÁ TỐT NHẤT VÕ CHÍ CÔNG - HỒ TÂY, GIẢM NGAY 800 TRIỆU!","CĂN NHÀ CUỐI CÙNG GIÁ TỐT NHẤT VÕ CHÍ CÔNG - HỒ TÂY, GIẢM NGAY 800 TRIỆU!",Căn Nhà Cuối Cùng Giá Tốt Nhất Võ Chí Công,,Cầu Giấy,Hà Nội,title,consistent,street_only,success,
135179,https://batdongsan.vn/ban-nha-tan-mai-hoang-mai-50-m2-5-tang-tm-mat-tien-4-m-gia-1025-ty-r135179,"Hoàng Mai, Hà Nội","BÁN NHÀ TÂN MAI- HOÀNG MAI, 50 M2, 5 TẦNG TM, MẶT TIỀN 4 M, GIÁ 10,25 TỶ.",MẶT TIỀN 4 M,MẶT TIỀN 4 M,Mặt Tiền 4 M Bán Nhà Tân Mai,,Hoàng Mai,Hà Nội,title,consistent,street_only,success,
171454,https://batdongsan.vn/ban-can-nha-dep-5-tang-47m2-ngoc-thuy-long-bien-r171454,"Long Biên, Hà Nội","BÁN CĂN NHÀ ĐẸP, 5 TẦNG 47M2 NGỌC THỤY LONG BIÊN","BÁN CĂN NHÀ ĐẸP, 5 TẦNG 47M2 NGỌC THỤY LONG BIÊN","BÁN CĂN NHÀ ĐẸP, 5 TẦNG 47M2 NGỌC THỤY LONG BIÊN","Bán Căn Nhà Đẹp,",,Long Biên,Hà Nội,title,consistent,street_only,success,
193973,https://batdongsan.vn/ban-nha-thanh-am-long-bienoto-do-congmoi-tinh-gan-cho-truong-62m-r193973,"Long Biên, Hà Nội","BÁN NHÀ THANH AM LONG BIÊN,OTO ĐỖ CỔNG,MỚI TINH, GẦN CHỢ ,TRƯỜNG 62M","BÁN NHÀ THANH AM LONG BIÊN,OTO ĐỖ CỔNG,MỚI TINH, GẦN CHỢ ,TRƯỜNG 62M","BÁN NHÀ THANH AM LONG BIÊN,OTO ĐỖ CỔNG,MỚI TINH, GẦN CHỢ ,TRƯỜNG 62M","Bán Nhà Thanh Am Long Biên,Oto Đỗ Cổng,Mới Tinh, Gần Chợ ,Trường 62M",,Long Biên,Hà Nội,title,consistent,street_only,success,
188118,https://batdongsan.vn/ban-nha-co-linh-lo-goc-via-he-xe-container-quay-dau-r188118,"Long Biên, Hà Nội","bán nhà Cổ Linh, lô góc, vỉa hè, xe container quay đầu","khu vực Cổ Linh, gần Aeonmall, cách cầu Trần Hưng Đạo 500m, trước nhà vỉa hè, xe container quay đầu, view vườn hoa","khu vực Cổ Linh, gần Aeonmall, cách cầu Trần Hưng Đạo 500m, trước nhà vỉa hè, xe container quay đầu, view vườn hoa",,,Long Biên,Hà Nội,dedicated_address,consistent,landmark_only,success,
105457,https://batdongsan.vn/ban-nha-lo-goc-ngoc-lam-nguyen-van-cu-65m2-x-5tang-gara-full-noi-that-r275651,"Long Biên, Hà Nội","bán nhà lô góc Ngọc Lâm-Nguyễn Văn Cừ, 65m² x 5tầng, gara, full nội thất","bán nhà lô góc Ngọc Lâm-Nguyễn Văn Cừ, 65m² x 5tầng, gara, full nội thất","bán nhà lô góc Ngọc Lâm-Nguyễn Văn Cừ, 65m² x 5tầng, gara, full nội thất",,,Long Biên,Hà Nội,title,consistent,unclear,success,
167726,https://batdongsan.vn/nha-pho-viet-hung-56-ty-190m-via-he-rongkinh-doanh-dinhlong-bien-ha-noi-r167726,"Long Biên, Hà Nội","NHÀ PHỐ VIỆT HƯNG 56 tỷ 190m VỈA HÈ RỘNG,KINH DOANH ĐỈNH,LONG BIÊN HÀ NỘI",PHỐ VIỆT HƯNG 56 tỷ 190m VỈA HÈ RỘNG,PHỐ VIỆT HƯNG 56 tỷ 190m VỈA HÈ RỘNG,Nhà Phố Việt Hưng,,Long Biên,Hà Nội,title,consistent,street_only,success,
152802,https://batdongsan.vn/nha-dep-o-ngay-tang-noi-that-gan-otochu-nha-lam-chuyen-noi-lam-an-nen-ban-lai-r152802,"Bắc Từ Liêm, Hà Nội",NHÀ ĐẸP Ở NGAY - TẶNG NỘI THẤT - GẦN OTO.Chủ nhà làm chuyển nơi làm ăn nên bán lại.,NHÀ ĐẸP Ở NGAY - TẶNG NỘI THẤT - GẦN OTO.Chủ nhà làm chuyển nơi làm ăn nên bán lại.,NHÀ ĐẸP Ở NGAY - TẶNG NỘI THẤT - GẦN OTO.Chủ nhà làm chuyển nơi làm ăn nên bán lại.,Nhà Đẹp,,Bắc Từ Liêm,Hà Nội,title,consistent,street_only,success,
129372,https://batdongsan.vn/ban-nha-mat-pho-an-duong-vuong-110m2-x-3-tang-mat-tien-55m-o-to-tranh-r129372,"Tây Hồ, Hà Nội",Bán nhà  mặt phố An Dương Vương 110m2 x 3 tầng mặt tiền 5.5m ô tô tránh,phố An Dương Vương 110m2 x 3 tầng mặt tiền 5.5m ô tô tránh,phố An Dương Vương 110m2 x 3 tầng mặt tiền 5.5m ô tô tránh,,,Tây Hồ,Hà Nội,title,consistent,street_only,success,
182575,https://batdongsan.vn/nguyen-khang-51m-chi-79-ty-nha-depfull-noi-thatgan-bai-gui-xengo-thong-r182575,"Cầu Giấy, Hà Nội","NGUYỄN KHANG 51M CHỈ 7,9 TỶ NHÀ ĐẸP,FULL NỘI THẤT,GẦN BÃI GỦI XE,NGÕ THÔNG","Nguyễn Khang, Yên Hòa, Cầu Giấy, Hà Nội (ngõ thông các hướng nha, đi lại tiện lợi lắm ạ!)","Nguyễn Khang, Yên Hòa, Cầu Giấy, Hà Nội (ngõ thông các hướng nha, đi lại tiện lợi lắm ạ!)",Ngõ Thông Các Hướng Nha,,Cầu Giấy,Hà Nội,dedicated_address,consistent,alley_or_lane,success,
139198,https://batdongsan.vn/ban-nha-pho-hoang-cau-khu-phan-lo-gan-ho-sinh-thai-42mx4t-gia-1295-ty-lh-0396935190-r139198,"Đống Đa, Hà Nội","Bán nhà Phố Hoàng Cầu, Khu Phân Lô, Gần Hồ Sinh Thái, 42mx4T, Giá: 12.95 Tỷ, Lh: 0396935190.",Phố Hoàng Cầu,Phố Hoàng Cầu,Phố Hoàng Cầu Bán Nhà Phố Hoàng Cầu,,Đống Đa,Hà Nội,title,consistent,street_only,success,
136769,https://batdongsan.vn/ban-nha-dinh-cong-hoang-mai-lo-goc-o-to-qua-61m2-87-ty-r136769,"Hoàng Mai, Hà Nội","BÁN NHÀ ĐỊNH CÔNG, HOÀNG MAI, LÔ GÓC Ô TÔ QUA, 61M2, 8.7 TỶ","BÁN NHÀ ĐỊNH CÔNG, HOÀNG MAI, LÔ GÓC Ô TÔ QUA, 61M2, 8.7 TỶ","BÁN NHÀ ĐỊNH CÔNG, HOÀNG MAI, LÔ GÓC Ô TÔ QUA, 61M2, 8.7 TỶ","Bán Nhà Định Công, Hoàng Mai, Lô Góc",,Hoàng Mai,Hà Nội,title,consistent,street_only,success,
186640,https://batdongsan.vn/sieu-pham-chinh-chu-ban-nha-lo-goc-3-thoang-mat-ho-7-tang-thang-may-pho-bo-de-long-bien-ha-noi-r186640,"Long Biên, Hà Nội","Siêu Phẩm chính chủ bán nhà lô góc 3 thoáng mặt hồ- 7 tầng thang máy- phố Bồ Đề. Long Biên, Hà Nội",phố Bồ Đề. Long Biên,phố Bồ Đề. Long Biên,Phố Bồ Đề,,Long Biên,Hà Nội,title,consistent,street_only,success,
181382,https://batdongsan.vn/ban-nha-2-mat-pho-quang-trung-ly-thuong-kiet-80m2-6-tang-thang-may-gia-23-ty-r181382,"Hà Đông, Hà Nội",BÁN NHÀ 2 MẶT PHỐ – QUANG TRUNG & LÝ THƯỜNG KIỆT – 80M² – 6 TẦNG – THANG MÁY – GIÁ 23 TỶ,PHỐ – QUANG TRUNG & LÝ THƯỜNG KIỆT – 80M² – 6 TẦNG – THANG MÁY – GIÁ 23 TỶ,PHỐ – QUANG TRUNG & LÝ THƯỜNG KIỆT – 80M² – 6 TẦNG – THANG MÁY – GIÁ 23 TỶ,Bán Nhà,,Hà Đông,Hà Nội,title,consistent,street_only,success,
175154,https://batdongsan.vn/ban-nha-bach-mai-hai-ba-trung-4-tang-thang-may-full-noi-that-dep-gan-pho-50m-105-ty-r175154,"Hai Bà Trưng, Hà Nội","BÁN NHÀ BẠCH MAI HAI BÀ TRƯNG 4 TẦNG THANG MÁY FULL NỘI THẤT ĐẸP GẦN PHỐ 50M 10,5 TY",PHỐ 50M 10,PHỐ 50M 10,Bán Nhà Bạch Mai Hai Bà Trưng,,Hai Bà Trưng,Hà Nội,title,consistent,street_only,success,
85293,https://batdongsan.vn/ban-nha-dat-dich-vu-kdt-van-khe-o-to-vao-nha-50m2-5-tang-thiet-ke-hop-ly-nhinh-8-ty-r255458,"Hà Đông, Hà Nội","Bán nhà đất dịch vụ KĐT Văn Khê, ô tô vào nhà, 50m2, 5 tầng, thiết kế hợp lý, nhỉnh 8 tỷ","Bán nhà đất dịch vụ KĐT Văn Khê, ô tô vào nhà, 50m2, 5 tầng, thiết kế hợp lý, nhỉnh 8 tỷ","Bán nhà đất dịch vụ KĐT Văn Khê, ô tô vào nhà, 50m2, 5 tầng, thiết kế hợp lý, nhỉnh 8 tỷ",,,Hà Đông,Hà Nội,title,consistent,project_or_residential_area,success,
81751,https://batdongsan.vn/ban-nha-mat-pho-to-huu-le-trong-tan-60m2-4-tango-to-kinh-doanh-chi-12-ty-cuc-chat-r251902,"Hà Đông, Hà Nội","BÁN NHÀ MẶT PHỐ TỐ HỮU, LÊ TRỌNG TẤN, 60M2, 4 TẦNG,Ô TÔ, KINH DOANH, CHỈ 12 TỶ, CỰC CHẤT.",PHỐ TỐ HỮU,PHỐ TỐ HỮU,"Bán Nhà Mặt Phố Tố Hữu, Lê Trọng Tấn, 60M2,",,Hà Đông,Hà Nội,title,consistent,street_only,success,
110349,https://batdongsan.vn/ban-nha-dam-quang-trung-long-bien-40m2-6-tang-62-ty-thang-may-gara-oto-7-cho-r280543,"Long Biên, Hà Nội","Bán nhà Đàm Quang trung Long Biên 40m2 _ 6 tầng _ 6,2 tỷ thang máy GARa ôtô 7 chỗ","Bán nhà Đàm Quang trung Long Biên 40m2 _ 6 tầng _ 6,2 tỷ thang máy GARa ôtô 7 chỗ","Bán nhà Đàm Quang trung Long Biên 40m2 _ 6 tầng _ 6,2 tỷ thang máy GARa ôtô 7 chỗ",,,Long Biên,Hà Nội,title,consistent,unclear,success,
145802,https://batdongsan.vn/hiem-chinh-chu-gui-ban-nha-tai-pho-chua-quynh-155-ty-60m2-6-t-mt-5m-gan-bach-mai-minh-khaihbt-r145802,"Hai Bà Trưng, Hà Nội","Hiếm Chính Chủ gửi bán nhà tại Phố Chùa Quỳnh 15,5 tỷ 60m2 6 T, MT 5m. Gần Bạch Mai Minh Khai...HBT",Phố Chùa Quỳnh 15,Phố Chùa Quỳnh 15,,,Hai Bà Trưng,Hà Nội,title,consistent,street_only,success,
124430,https://batdongsan.vn/ban-toa-van-phong-9-tang-mat-pho-ton-duc-thangvi-tri-lo-gocdt-110m2-gia-70-ty-r124430,"Đống Đa, Hà Nội",Bán Tòa Văn Phòng 9 Tầng Mặt Phố Tôn Đức Thắng.Vị Trí Lô Góc.DT 110m2. Giá 70 TỶ,Phố Tôn Đức Thắng.Vị Trí Lô Góc.DT 110m2. Giá 70 TỶ,Phố Tôn Đức Thắng.Vị Trí Lô Góc.DT 110m2. Giá 70 TỶ,,,Đống Đa,Hà Nội,title,consistent,street_only,success,
135873,https://batdongsan.vn/duong-hoang-mai-quan-hoang-mai-gia-binh-dan-cho-nguoi-thu-nhap-thap-r135873,"Hoàng Mai, Hà Nội",Đường Hoàng Mai- Quận Hoàng Mai- Giá bình dân cho người thu nhập thấp,Đường Hoàng Mai- Quận Hoàng Mai- Giá bình dân cho người thu nhập thấp,Đường Hoàng Mai- Quận Hoàng Mai- Giá bình dân cho người thu nhập thấp,Đường Hoàng Mai,,Quận Hoàng Mai,Hà Nội,title,consistent,street_only,success,
106387,https://batdongsan.vn/ban-nha-duong-quan-nhan-nhan-chinh-quan-thanh-xuan-4t-mt4m-kinh-doanh-dinh-o-to-qua-nhinh-4-ty-r276581,"Thanh Xuân, Hà Nội","BÁN NHÀ ĐƯỜNG QUAN NHÂN, NHÂN CHÍNH QUẬN THANH XUÂN 4T MT4M, KINH DOANH ĐỈNH, Ô TÔ QUA, NHỈNH 4 TỶ",ĐƯỜNG QUAN NHÂN,ĐƯỜNG QUAN NHÂN,Đường Quan Nhân Bán Nhà Đường Quan Nhân,,Thanh Xuân,Hà Nội,title,consistent,street_only,success,
157927,https://batdongsan.vn/nha-moi-dep-ve-o-luon-o-to-morning-do-cua-ngo-thong-so-vuong-dep-nhinh-3-ty-r157927,"Long Biên, Hà Nội","NHÀ MỚI ĐẸP VỀ Ở LUÔN – Ô TÔ MORNING ĐỖ CỬA – NGÕ THÔNG – SỔ VUÔNG ĐẸP , NHỈNH 3 T/Ỷ",NGÕ THÔNG – SỔ VUÔNG ĐẸP,NGÕ THÔNG – SỔ VUÔNG ĐẸP,Nhà Mới Đẹp Về,,Long Biên,Hà Nội,title,consistent,alley_or_lane,success,
130114,https://batdongsan.vn/nha-tay-ho-50m2-x-mat-tien-35m-phan-lo-o-to-tranh-r130114,"Tây Hồ, Hà Nội",Nhà TÂY HỒ 50m2 x mặt tiền 3.5M - Phân lô - Ô tô tránh.,mặt tiền 3.5M - Phân lô - Ô tô tránh.,mặt tiền 3.5M - Phân lô - Ô tô tránh.,Mặt Tiền 3,,Tây Hồ,Hà Nội,title,consistent,street_only,success,
101340,https://batdongsan.vn/hoang-cau-dong-da-via-he-thang-may-oto-kinh-doanh-68m-6tang-mt-45m-26-ty-0974014486-r271523,"Đống Đa, Hà Nội","Hoàng Cầu, Đống Đa, Vỉa Hè, Thang Máy, ÔTô, Kinh Doanh, 68m, 6Tầng, MT 4.5m, 26 Tỷ, 0974014486","Hoàng Cầu, Đống Đa, Vỉa Hè, Thang Máy, ÔTô, Kinh Doanh, 68m, 6Tầng, MT 4.5m, 26 Tỷ, 0974014486","Hoàng Cầu, Đống Đa, Vỉa Hè, Thang Máy, ÔTô, Kinh Doanh, 68m, 6Tầng, MT 4.5m, 26 Tỷ, 0974014486",,,Đống Đa,Hà Nội,title,consistent,unclear,success,
161260,https://batdongsan.vn/nha-moi-dong-co-thuy-khue-thang-may-dt-38m2-6-tang-mat-tien-62m-gia-115-ty-r161260,"Tây Hồ, Hà Nội",NHÀ MỚI ĐỒNG CỔ THỤY KHUÊ - THANG MÁY - DT 38m2 6 tầng mặt tiền 6.2m Giá 11.5 tỷ,mặt tiền 6.2m Giá 11.5 tỷ,mặt tiền 6.2m Giá 11.5 tỷ,Mặt Tiền 6,,Tây Hồ,Hà Nội,title,consistent,street_only,success,
149363,https://batdongsan.vn/cuc-pham-nha-moi-o-to-do-cua-khu-tong-cuc-lai-xa-dien-tich-30m2-tong-5-phong-ngu-gia-61-ty-r149363,"Hoài Đức, Hà Nội","Cực phẩm! Nhà mới ô tô đỗ cửa khu tổng cục Lai Xá, diện tích 30m2, tổng 5 phòng ngủ, giá 6.1 tỷ","Cực phẩm! Nhà mới ô tô đỗ cửa khu tổng cục Lai Xá, diện tích 30m2, tổng 5 phòng ngủ, giá 6.1 tỷ","Cực phẩm! Nhà mới ô tô đỗ cửa khu tổng cục Lai Xá, diện tích 30m2, tổng 5 phòng ngủ",,,Hoài Đức,Hà Nội,title,consistent,unclear,success,
121153,https://batdongsan.vn/ban-nha-rieng-yen-be-kim-chung-120m-den-truong-thpt-hoai-duc-a-oto-do-cua-nha-o-ngay-r121153,"Hoài Đức, Hà Nội","Bán nhà riêng Yên Bệ, Kim Chung. 120m đến trường THPT Hoài Đức A. Ôtô đỗ cửa. Nhà ở ngay","Nhà nằm ngay mặt đường trục chính Yên Bệ, Kim Chung","Nhà nằm ngay mặt đường trục chính Yên Bệ, Kim Chung",Đường Trục Chính Yên Bệ,,Hoài Đức,Hà Nội,dedicated_address,consistent,street_only,success,
135308,https://batdongsan.vn/ban-can-ho-tap-the-tang-1-nhan-hoa-vu-trong-phung-o-to-kd-72m-3pn-4-ty-hon-r135308,"Thanh Xuân, Hà Nội","Bán Căn Hộ Tập Thể Tầng 1 Nhân Hoà, Vũ Trọng Phụng, Ô Tô, KD 72m 3PN 4 Tỷ Hơn.","Bán Căn Hộ Tập Thể Tầng 1 Nhân Hoà, Vũ Trọng Phụng, Ô Tô, KD 72m 3PN 4 Tỷ Hơn.","Bán Căn Hộ Tập Thể Tầng 1 Nhân Hoà, Vũ Trọng Phụng, Ô Tô, KD 72m 3PN 4 Tỷ Hơn.",,,Thanh Xuân,Hà Nội,title,consistent,project_or_residential_area,success,
86397,https://batdongsan.vn/sieu-pham-van-quan-32m5t-nhinh-4-ty-nha-da-di-nang-r256565,"Hà Đông, Hà Nội","SIÊU PHẨM Văn Quán 32m*5t nhỉnh 4 tỷ, nhà đa di năng","SIÊU PHẨM Văn Quán 32m*5t nhỉnh 4 tỷ, nhà đa di năng","SIÊU PHẨM Văn Quán 32m*5t nhỉnh 4 tỷ, nhà đa di năng",,,Hà Đông,Hà Nội,title,consistent,unclear,success,
117411,https://batdongsan.vn/building-co-nho-doc-ngu-120m2-7-tang-59-ty-r117411,"Ba Đình, Hà Nội",Building cỡ nhỏ – Đốc Ngữ - 120m2 – 7 tầng – 59 tỷ,Building cỡ nhỏ – Đốc Ngữ - 120m2 – 7 tầng – 59 tỷ,Building cỡ nhỏ – Đốc Ngữ - 120m2 – 7 tầng – 59 tỷ,,,Ba Đình,Hà Nội,title,consistent,unclear,success,
196298,https://batdongsan.vn/nha-ho-tung-mauhang-xom-vinhomescach-oto-chi-30mdt38m2x5mt45m8ty-r196298,"Nam Từ Liêm, Hà Nội","NHÀ HỒ TÙNG MẬU,HÀNG XÓM VINHOMES,CÁCH OTO CHỈ 30M,DT:38M2x5,MT:4.5M,8TY","NHÀ HỒ TÙNG MẬU,HÀNG XÓM VINHOMES,CÁCH OTO CHỈ 30M,DT:38M2x5,MT:4.5M,8TY","NHÀ HỒ TÙNG MẬU,HÀNG XÓM VINHOMES,CÁCH OTO CHỈ 30M","Nhà Hồ Tùng Mậu,Hàng Xóm Vinhomes,Cách Oto Chỉ",,Nam Từ Liêm,Hà Nội,title,consistent,street_only,success,
182640,https://batdongsan.vn/ban-nha-6-tang-thang-may-truc-chinh-kinh-doanh-lo-goc-oto-kinh-doanh-gia-hon-8-ty-r182640,"Hoài Đức, Hà Nội","Bán nhà 6 tầng thang máy, trục chính kinh doanh, lô góc oto kinh doanh, giá hơn 8 tỷ.","Bán nhà 6 tầng thang máy, trục chính kinh doanh, lô góc oto kinh doanh, giá hơn 8 tỷ.","Bán nhà 6 tầng thang máy, trục chính kinh doanh, lô góc oto kinh doanh",,,Hoài Đức,Hà Nội,title,consistent,unclear,success,
163341,https://batdongsan.vn/ban-nha-phan-lo-63m2-hai-mat-tien-hon-6m-cau-giay-5-tang-gia-chi-18-ty-r163341,"Cầu Giấy, Hà Nội",BÁN NHÀ PHÂN LÔ 63m2 Hai MẶT TIỀN hơn 6m CẦU GIẤY  5 TẦNG  GIÁ CHỈ 18 TỶ,MẶT TIỀN hơn 6m CẦU GIẤY  5 TẦNG  GIÁ CHỈ 18 TỶ,MẶT TIỀN hơn 6m CẦU GIẤY 5 TẦNG GIÁ CHỈ 18 TỶ,Mặt Tiền Hơn 6M Cầu Giấy  5 Tầng,,Cầu Giấy,Hà Nội,title,consistent,street_only,success,
109964,https://batdongsan.vn/ban-nha-dai-mo-nam-tu-liem-mat-tien-4m-duong-nhua-oto-do-cua-5-tang-full-noi-thatdien-tich-35m-chi-hon-4-ty-r280158,"Nam Từ Liêm, Hà Nội","BÁN NHÀ ĐẠI MỖ-NAM TỪ LIÊM, MẶT TIỀN 4m ĐƯỜNG NHỰA, OTO ĐỖ CỬA, 5 TẦNG FULL NỘI THẤT,DIỆN TÍCH 35m,...",MẶT TIỀN 4m ĐƯỜNG NHỰA,MẶT TIỀN 4m ĐƯỜNG NHỰA,"Đường Nhựa, Oto Đỗ Cửa,",,Nam Từ Liêm,Hà Nội,title,consistent,house_number_and_street,success,
123442,https://batdongsan.vn/can-ban-gap-nha-mat-pho-hue-hoan-kiem-hn-sdcc-dt-40m2-gia-38-ty-r123442,"Hai Bà Trưng, Hà Nội","Cần bán gấp nhà mặt phố Huế, Hoàn Kiếm, HN, SĐCC. DT 40m2. Giá: 3,8 tỷ",phố Huế,phố Huế,,,Hai Bà Trưng,Hà Nội,title,consistent,street_only,success,
183577,https://batdongsan.vn/ban-nha-gia-quat-long-bien-moi-tinh-oto-do-30m-nhinh5-tytl-r183577,"Long Biên, Hà Nội","BÁN NHÀ GIA QUẤT LONG BIÊN, MỚI TINH-OTO ĐỖ-30M-NHỈNH5 TỶ(TL)","BÁN NHÀ GIA QUẤT LONG BIÊN, MỚI TINH-OTO ĐỖ-30M-NHỈNH5 TỶ(TL)","BÁN NHÀ GIA QUẤT LONG BIÊN, MỚI TINH-OTO ĐỖ-30M-NHỈNH5 TỶ(TL)","Bán Nhà Gia Quất Long Biên, Mới Tinh-Oto Đỗ-30M-Nhỉnh5 Tỷ(Tl)",,Long Biên,Hà Nội,title,consistent,street_only,success,
