id,detail_url,original_location,title,address_raw,address_normalized,street,ward,district_detail,province_detail,address_source,validation_status,address_category,crawl_status,crawl_error
119250,https://batdongsan.vn/nha-dep-pho-khuong-ha-thanh-xuan-5-tang-full-noi-that-ngo-rong-5m-o-to-vao-thoai-mai-nhinh-8-r119250,"Thanh Xuân, Hà Nội","Nhà Đẹp Phố Khương Hạ, Thanh Xuân, 5 Tầng Full Nội Thất, Ngõ Rộng 5m, Ô Tô Vào Thoải Mái, Nhỉnh 8",Phố Khương Hạ,Phố Khương Hạ,Phố Khương Hạ Nhà Đẹp Phố Khương Hạ,,Thanh Xuân,Hà Nội,title,consistent,street_only,success,
80180,https://batdongsan.vn/ban-nha-truong-dinh-35m2-x-5-tang-mt-4mchi-355-tr-r250326,"Hoàng Mai, Hà Nội","Bán nhà Trương Định 35m2 x 5 tầng ,MT 4m,chỉ 3.55 tr","đắc địa nằm trên KV phát triển, nhiều tiện ích, kết nối giao thông thuận tiện,an ninh tuyệt vời","đắc địa nằm trên KV phát triển, nhiều tiện ích, kết nối giao thông thuận tiện,an ninh tuyệt vời",,,Hoàng Mai,Hà Nội,dedicated_address,consistent,unclear,success,
154551,https://batdongsan.vn/sieu-pham-ngoc-thuy-dong-tien-1-tynam-6-tang-thang-may-thiet-ke-cho-tay-o-ngo-o-to-thong-r154551,"Long Biên, Hà Nội",SIÊU PHẨM NGỌC THỤY – DÒNG TIỀN 1 TỶ/NĂM – 6 TẦNG THANG MÁY – THIẾT KẾ CHO TÂY Ở – NGÕ Ô TÔ THÔNG,"Ngọc Thụy, Long Biên, Hà Nội","Ngọc Thụy, Long Biên, Hà Nội",Ngõ Ô Tô Thông,,Long Biên,Hà Nội,dedicated_address,consistent,street_only,success,
164987,https://batdongsan.vn/co-hoi-so-huu-kho-gan-17-ha-tan-thoi-nhat-8-q12-hcm-dong-tien-15-tyth-chi-389-ty-r164987,"Quận 12, Hồ Chí Minh","Cơ hội Sở Hữu Kho  Gần 1,7 ha Tân Thới Nhất 8, Q12, HCM - Dòng Tiền 1.5 Tỷ/th Chỉ 389 Tỷ","Cơ hội Sở Hữu Kho  Gần 1,7 ha Tân Thới Nhất 8, Q12, HCM - Dòng Tiền 1.5 Tỷ/th Chỉ 389 Tỷ","Cơ hội Sở Hữu Kho Gần 1,7 ha Tân Thới Nhất 8, Q12, HCM - Dòng Tiền 1.5 Tỷ/th Chỉ 389 Tỷ","Q12, Hcm",,Quận 12,Hồ Chí Minh,title,consistent,street_only,success,
156519,https://batdongsan.vn/ban-nha-mat-tien-duong-kinh-doanh-nguyen-van-cong-go-vap-chinh-chu-1-doi-ban-chia-tai-san-73m2-r156519,"Gò Vấp, Hồ Chí Minh",BÁN NHÀ MẶT TIỀN ĐƯỜNG KINH DOANH NGUYỄN VĂN CÔNG GÒ VẤP  CHÍNH CHỦ 1 ĐỜI BÁN CHIA TÀI SẢN - 73M2(,MẶT TIỀN ĐƯỜNG KINH DOANH NGUYỄN VĂN CÔNG GÒ VẤP  CHÍNH CHỦ 1 ĐỜI BÁN CHIA TÀI SẢN - 73M2(,MẶT TIỀN ĐƯỜNG KINH DOANH NGUYỄN VĂN CÔNG GÒ VẤP CHÍNH CHỦ 1 ĐỜI BÁN CHIA TÀI SẢN - 73M2(,Đời Bán Chia Tài Sản,,Gò Vấp,Hồ Chí Minh,title,consistent,street_only,success,
112561,https://batdongsan.vn/nha-moi-vao-o-ngay-ngang-to-8m-3pn-r282755,"Bình Thạnh, Hồ Chí Minh",Nhà Mới Vào Ở Ngay - Ngang To 8m - 3pn,Nhà Mới Vào Ở Ngay - Ngang To 8m - 3pn,Nhà Mới Vào Ở Ngay - Ngang To 8m - 3pn,,,Bình Thạnh,Hồ Chí Minh,title,consistent,landmark_only,success,
103882,https://batdongsan.vn/p15-tan-binh-hxh-7-cho-1-can-ra-mat-tien-45m2-gia-hon-3-ty-r274076,"Tân Bình, Hồ Chí Minh",P15 - Tân Bình – HXH 7 chỗ - 1 căn ra mặt tiền – 45m2 – giá hơn 3 tỷ.,"Cách Mặt tiền Cống Lở 1 căn, oto vô tận cửa","Cách Mặt tiền Cống Lở 1 căn, oto vô tận cửa",Mặt Tiền Cống Lở 1 Căn,,Tân Bình,Hồ Chí Minh,dedicated_address,consistent,street_only,success,
136173,https://batdongsan.vn/nha-pho-dao-tong-nguyen-55-ty-4-tang-duong-xe-hoi-r136173,"Nhà Bè, Hồ Chí Minh","Nhà phố Đào Tông Nguyên, 5.5 tỷ, 4 tầng, đường xe hơi",phố Đào Tông Nguyên,phố Đào Tông Nguyên,,,Nhà Bè,Hồ Chí Minh,title,consistent,street_only,success,
101622,https://batdongsan.vn/cach-mat-tien-duong-huynh-tan-phat-70m-4-tang-2-mat-tien-duong-6m-tt-nha-be-r271808,"Nhà Bè, Hồ Chí Minh",Cách mặt tiền đường Huỳnh tấn phát 70m - 4 tầng- 2 mặt tiền đường 6m – TT Nhà Bè,mặt tiền đường Huỳnh tấn phát 70m - 4 tầng- 2 mặt tiền đường 6m – TT Nhà Bè,mặt tiền đường Huỳnh tấn phát 70m - 4 tầng- 2 mặt tiền đường 6m – TT Nhà Bè,Mặt Tiền Đường Huỳnh Tấn Phát 70M,,Nhà Bè,Hồ Chí Minh,title,consistent,street_only,success,
86070,https://batdongsan.vn/sieu-re-chi-72trmv-gap-ban-nha-hxh-d5-p25-binh-thanh-130m2-nhinh-9-ty-r256238,"Bình Thạnh, Hồ Chí Minh","SIÊU Rẻ chỉ 72tr.Mv Gấp bán nhà HXH D5 P25 Bình Thạnh 130m2, nhỉnh 9 tỷ","SIÊU Rẻ chỉ 72tr.Mv Gấp bán nhà HXH D5 P25 Bình Thạnh 130m2, nhỉnh 9 tỷ","SIÊU Rẻ chỉ 72tr.Mv Gấp bán nhà HXH D5 P25 Bình Thạnh 130m2, nhỉnh 9 tỷ",Hxh D5 P25,,Bình Thạnh,Hồ Chí Minh,title,consistent,alley_or_lane,success,
106604,https://batdongsan.vn/nha-moi-3-tang-hem-xe-hoi-noi-that-day-du-nhinh-5-ty-r276798,"Gò Vấp, Hồ Chí Minh",NHÀ MỚI 3 TẦNG – HẺM XE HƠI – NỘI THẤT ĐẦY ĐỦ - NHỈNH 5 TỶ,HẺM XE HƠI – NỘI THẤT ĐẦY ĐỦ - NHỈNH 5 TỶ,HẺM XE HƠI – NỘI THẤT ĐẦY ĐỦ - NHỈNH 5 TỶ,Nhà Mới,,Gò Vấp,Hồ Chí Minh,title,consistent,alley_or_lane,success,
184236,https://batdongsan.vn/chi-95-ty-nha-3-tang-42x13m-51m2-hxh-5m-nguyen-dinh-khoi-p4-r184236,"Tân Bình, Hồ Chí Minh","Chỉ 9.5 tỷ, Nhà 3 tầng, 4.2x13m, 51m2, HXH 5m, Nguyễn Đình Khơi, P4","Chỉ 9.5 tỷ, Nhà 3 tầng, 4.2x13m, 51m2, HXH 5m, Nguyễn Đình Khơi, P4","Chỉ 9.5 tỷ, Nhà 3 tầng, 4.2x13m, 51m2, HXH 5m, Nguyễn Đình Khơi, P4",,,Tân Bình,Hồ Chí Minh,title,consistent,alley_or_lane,success,
93567,https://batdongsan.vn/nha-dep-gia-tot-r263742,"Thủ Đức, Hồ Chí Minh",Nhà Đẹp giá tốt,Nhà Đẹp giá tốt,Nhà Đẹp giá tốt,,,Thủ Đức,Hồ Chí Minh,title,consistent,unclear,success,
87994,https://batdongsan.vn/hxh-7-cho-4x15-499-ty-quang-trung-p11-go-vap-r258163,"Gò Vấp, Hồ Chí Minh","Hxh 7 chổ 4x15 4,99 tỷ Quang Trung P11 Gò Vấp","Hxh 7 chổ 4x15 4,99 tỷ Quang Trung P11 Gò Vấp","Hxh 7 chổ 4x15 4,99 tỷ Quang Trung P11 Gò Vấp",,,Gò Vấp,Hồ Chí Minh,title,consistent,alley_or_lane,success,
112210,https://batdongsan.vn/ban-nha-le-van-sy-hxh-4x85m-nha-2-tang-moi-dep-4x-ty-r282404,"Phú Nhuận, Hồ Chí Minh","Bán Nhà Lê Văn Sỹ, HXH, 4x8,5m, nhà 2 tầng mới đẹp, 4.x Tỷ","Bán Nhà Lê Văn Sỹ, HXH, 4x8,5m, nhà 2 tầng mới đẹp, 4.x Tỷ","Bán Nhà Lê Văn Sỹ, HXH, 4x8,5m, nhà 2 tầng mới đẹp, 4.x Tỷ",,,Phú Nhuận,Hồ Chí Minh,title,consistent,alley_or_lane,success,
117141,https://batdongsan.vn/quan-8-au-duong-lan-88m2-hem-xe-tai-ne-7-cho-vo-nha-hem-thong-kinh-doanh-khong-qh-khong-r117141,"Quận 8, Hồ Chí Minh","QUẬN 8, ÂU DƯƠNG LÂN - 88M2 HẺM XE TẢI NÉ - 7 CHỔ VÔ NHÀ - HẺM THÔNG, KINH DOANH - KHÔNG QH KHÔNG","Cực đỉnh Phường 2, thông ra Tạ Quang Bửu, BXH, chợ, Trường học các cấp","Cực đỉnh Phường 2, thông ra Tạ Quang Bửu, BXH, chợ, Trường học các cấp",Hẻm Xe Tải Né,Phường 2,Quận 8,Hồ Chí Minh,dedicated_address,consistent,street_and_ward,success,
92021,https://batdongsan.vn/nha-hem-xe-hoi-da-giam-100tr-gia-chao-moi-3-ty-r262196,"Quận 9, Hồ Chí Minh",NHÀ HẺM XE HƠI ĐÃ GIẢM 100TR GIÁ CHÀO MỚI 3 TỶ,HẺM XE HƠI ĐÃ GIẢM 100TR GIÁ CHÀO MỚI 3 TỶ,HẺM XE HƠI ĐÃ GIẢM 100TR GIÁ CHÀO MỚI 3 TỶ,Hẻm Xe Hơi Đã Giảm 100Tr,,Quận 9,Hồ Chí Minh,title,consistent,alley_or_lane,success,
185352,https://batdongsan.vn/nha-dep-phap-ly-chuan-1-tret-3-lau-o-ngay-gia-chi-71-ty-r185352,"Bình Tân, Hồ Chí Minh","🏡Nhà Đẹp - Pháp Lý Chuẩn - 1 Trệt 3 Lầu, Ở Ngay – Giá Chỉ 7.1 Tỷ🏡","🏡Nhà Đẹp - Pháp Lý Chuẩn - 1 Trệt 3 Lầu, Ở Ngay – Giá Chỉ 7.1 Tỷ🏡","🏡Nhà Đẹp - Pháp Lý Chuẩn - 1 Trệt 3 Lầu, Ở Ngay – Giá Chỉ 7.1 Tỷ🏡",,,Bình Tân,Hồ Chí Minh,title,consistent,landmark_only,success,
125716,https://batdongsan.vn/ban-nha-hxh-tanhuong-5x25m-vuong-van-nhinh-50trm2-gan-cho-tan-huong-r125716,"Tân Phú, Hồ Chí Minh",Bán nha HXH TânHương 5x25m - vuông vắn - nhỉnh 50tr/m2 gấn chợ Tân Hương,"Sầm uất ngay chợ Tân Hương, Nguyễn Suý, gần trường ĐH Công Thương,","Sầm uất ngay chợ Tân Hương, Nguyễn Suý, gần trường ĐH Công Thương",,,Tân Phú,Hồ Chí Minh,dedicated_address,consistent,landmark_only,success,
155256,https://batdongsan.vn/sieu-pham-giua-long-phu-nhuan-nha-4-tang-nguyen-dinh-chieu-chi-nhinh-5ty-r155256,"Phú Nhuận, Hồ Chí Minh",🔥🎁SIÊU PHẨM GIỮA LÒNG PHÚ NHUẬN – NHÀ 4 TẦNG NGUYỄN ĐÌNH CHIỂU - CHỈ NHỈNH 5️⃣TỶ🚀🎁,🔥🎁SIÊU PHẨM GIỮA LÒNG PHÚ NHUẬN – NHÀ 4 TẦNG NGUYỄN ĐÌNH CHIỂU - CHỈ NHỈNH 5️⃣TỶ🚀🎁,🔥🎁SIÊU PHẨM GIỮA LÒNG PHÚ NHUẬN – NHÀ 4 TẦNG NGUYỄN ĐÌNH CHIỂU - CHỈ NHỈNH 5️⃣TỶ🚀🎁,Chỉ Nhỉnh 5️⃣Tỷ🚀🎁,,Phú Nhuận,Hồ Chí Minh,title,consistent,street_only,success,
137396,https://batdongsan.vn/ban-nha-mat-tien-46-le-khoi-phu-thanh-tan-phu-6-x-9-2-tang-gia-chi-79-ty-r137396,"Tân Phú, Hồ Chí Minh","Bán nhà Mặt tiền 46 Lê Khôi, Phú Thạnh Tân Phú, 6 x 9, 2 tầng giá chỉ 7,9 tỷ",Mặt tiền 46 Lê Khôi,Mặt tiền 46 Lê Khôi,,,Tân Phú,Hồ Chí Minh,title,consistent,unclear,success,
191945,https://batdongsan.vn/chinh-chu-can-ban-gap-nha-1-hem-gan-truong-hoc-gan-cho-r191945,"Quận 8, Hồ Chí Minh","Chính chủ cần bán gấp nhà 1 hẻm gần trường học, gần chợ",hẻm gần trường học,hẻm gần trường học,,,Quận 8,Hồ Chí Minh,title,consistent,alley_or_lane,success,
91228,https://batdongsan.vn/hang-nong-chua-qua-dau-tu-nha-hxh-duong-ao-doi-binh-tri-dong-a-binh-tan-r261402,"Bình Tân, Hồ Chí Minh","Hàng nóng chưa qua đầu tư, nhà hxh, đường Ao Đôi, Bình Trị Đông A, Bình Tân.",đường Ao Đôi,đường Ao Đôi,,,Bình Tân,Hồ Chí Minh,title,consistent,street_only,success,
120688,https://batdongsan.vn/mtkd-nguyen-huu-tien-dt-4x20m-4-tang-vi-tri-kd-vang-r120688,"Tân Phú, Hồ Chí Minh","MTKD Nguyễn Hữu Tiến DT 4x20m, 4 tầng. Vị trí KD Vàng!","MTKD Nguyễn Hữu Tiến DT 4x20m, 4 tầng. Vị trí KD Vàng!","MTKD Nguyễn Hữu Tiến DT 4x20m, 4 tầng. Vị trí KD Vàng!",,,Tân Phú,Hồ Chí Minh,title,consistent,unclear,success,
140774,https://batdongsan.vn/ban-nha-mat-pho-cong-quynh-quan-1-199-ty-76m2-4-tang-8-pn-so-hong-r140774,"Quận 1, Hồ Chí Minh","BÁN NHÀ MẶT PHỐ CỐNG QUỲNH - QUẬN 1 - 19,9 TỶ - 76M2 - 4 TẦNG - 8 PN - SỔ HỒNG",PHỐ CỐNG QUỲNH - QUẬN 1 - 19,PHỐ CỐNG QUỲNH - QUẬN 1 - 19,Phố Cống Quỳnh,,Quận 1,Hồ Chí Minh,title,consistent,street_only,success,
157644,https://batdongsan.vn/mat-tien-vip-tan-binh-duong-nhua-12m-120m2-2-mat-hem-chi-hon-13-ty-r157644,"Tân Bình, Hồ Chí Minh",MẶT TIỀN VIP TÂN BÌNH – ĐƯỜNG NHỰA 12M – 120M2 – 2 MẶT HẺM – CHỈ HƠN 13 TỶ,MẶT TIỀN VIP TÂN BÌNH – ĐƯỜNG NHỰA 12M – 120M2 – 2 MẶT HẺM – CHỈ HƠN 13 TỶ,MẶT TIỀN VIP TÂN BÌNH – ĐƯỜNG NHỰA 12M – 120M2 – 2 MẶT HẺM – CHỈ HƠN 13 TỶ,Đường Nhựa 12M,,Tân Bình,Hồ Chí Minh,title,consistent,alley_or_lane,success,
180424,https://batdongsan.vn/ban-nha-mat-pho-gan-truong-hoc-5-tang-4x16m-duong-24m-ta-quang-buu-quan-8-chi-17-ty-r180424,"Quận 8, Hồ Chí Minh","BÁN NHÀ MẶT PHỐ GẦN TRƯỜNG HỌC, 5 TẦNG (4x16M) - ĐƯỜNG 24M- TẠ QUANG BỬU, QUẬN 8 - CHỈ 17 TỶ",PHỐ GẦN TRƯỜNG HỌC,PHỐ GẦN TRƯỜNG HỌC,"Bán Nhà Mặt Phố Gần Trường Học,",,Quận 8,Hồ Chí Minh,title,consistent,street_only,success,
111112,https://batdongsan.vn/nha-dep-duong-so-thong-le-van-viet-55m2-2-tang-khu-phan-lo-dep-cho-thue-o-to-dau-r281306,"Quận 9, Hồ Chí Minh","Nhà đẹp đường số thông Lê Văn Việt, 55m2 , 2 tầng, khu phân lô đẹp , cho thuê , ô tô đậu",đường số thông Lê Văn Việt,đường số thông Lê Văn Việt,,,Quận 9,Hồ Chí Minh,title,consistent,street_only,success,
170865,https://batdongsan.vn/ban-biet-thu-phu-my-hung-tan-my-quan-7-chinh-chu-0901611116-r170865,"Quận 7, Hồ Chí Minh",BÁN BIỆT THỰ PHÚ MỸ HƯNG - TÂN MỸ QUẬN 7 - CHÍNH CHỦ: 0901611116,BÁN BIỆT THỰ PHÚ MỸ HƯNG - TÂN MỸ QUẬN 7 - CHÍNH CHỦ: 0901611116,BÁN BIỆT THỰ PHÚ MỸ HƯNG - TÂN MỸ QUẬN 7 - CHÍNH CHỦ: 0901611116,Bán Biệt Thự Phú Mỹ Hưng,,Quận 7,Hồ Chí Minh,description,consistent,street_only,success,
80379,https://batdongsan.vn/ban-nha-hem-duong-bong-sao-phuong-1-quan-8-r250526,"Quận 8, Hồ Chí Minh","Bán nhà hẻm đường Bông Sao, phường 1, Quận 8","hẻm đường Bông Sao, phường 1, Quận 8","hẻm đường Bông Sao, phường 1, Quận 8",Hẻm Đường Bông Sao,Phường 1,Quận 8,Hồ Chí Minh,title,consistent,full_address,success,
88987,https://batdongsan.vn/go-vap-quang-trung-phuong-11-84m2-ngang-hon-5m-4-tang-chi-79-ty-r259157,"Gò Vấp, Hồ Chí Minh","Gò Vấp, Quang Trung Phường 11, 84m2, ngang hơn 5m, 4 tầng chỉ 7.9 tỷ","đường Quang Trung, Phường 11, Gò Vấp","đường Quang Trung, Phường 11, Gò Vấp",Đường Quang Trung,Phường 11,Gò Vấp,Hồ Chí Minh,dedicated_address,consistent,street_and_ward,success,
169439,https://batdongsan.vn/ban-nha-hoai-thanh-dien-tich-khung-188m2-ngang-7m-chi-9-ty-9-r169439,"Quận 8, Hồ Chí Minh",Bán nhà Hoài Thanh diện tích khủng 188m2 ngang 7m chỉ 9 tỷ 9,Bán nhà Hoài Thanh diện tích khủng 188m2 ngang 7m chỉ 9 tỷ 9,Bán nhà Hoài Thanh diện tích khủng 188m2 ngang 7m chỉ 9 tỷ 9,,,Quận 8,Hồ Chí Minh,title,consistent,unclear,success,
158946,https://batdongsan.vn/44x16-ban-nha-3-tang-hem-12m-hoang-hoa-tham-p12-tan-binh-nhinh-11-ty-r158946,"Tân Bình, Hồ Chí Minh","4.4x16, BÁN NHÀ 3 TẦNG, HẺM 12m, HOÀNG HOA THÁM, P12, TÂN BÌNH, NHỈNH 11 TỶ",HẺM 12m,HẺM 12m,Hẻm 12M 4,,Tân Bình,Hồ Chí Minh,title,consistent,alley_or_lane,success,
153301,https://batdongsan.vn/ban-nha-cn-110m2-hem-xe-tai-6m-duong-luu-chi-hieu-tan-phu-r153301,"Tân Phú, Hồ Chí Minh","Bán nhà CN 110m2, Hẻm xe tải 6m Đường Lưu Chí Hiếu, Tân Phú","Đường Lưu Chí Hiếu, Phường Tây Thạnh, Quận Tân Phú","Đường Lưu Chí Hiếu, Phường Tây Thạnh, Quận Tân Phú",Đường Lưu Chí Hiếu,Phường Tây Thạnh,Tân Phú,Hồ Chí Minh,dedicated_address,consistent,street_and_ward,success,
173917,https://batdongsan.vn/manh-dat-chat-hon-nuoc-cat-vi-tri-trung-tam-giam-thang-500-trieu-khong-vong-vo-r173917,"Thủ Đức, Hồ Chí Minh",Mảnh đất ‘chất hơn nước cất’ – Vị trí trung tâm – Giảm thẳng 500 triệu không vòng vo!,Mảnh đất ‘chất hơn nước cất’ – Vị trí trung tâm – Giảm thẳng 500 triệu không vòng vo!,Mảnh đất ‘chất hơn nước cất’ – Vị trí trung tâm – Giảm thẳng 500 triệu không vòng vo!,,,Thủ Đức,Hồ Chí Minh,title,consistent,unclear,success,
186041,https://batdongsan.vn/ban-nha-2-tang-42-x-12m-hiep-thanh-q12-shr-gia-chi-nhinh-2-ty-r186041,"Quận 12, Hồ Chí Minh","BÁN NHÀ 2 TẦNG 4,2 X 12M  HIỆP THÀNH – Q12 – SHR – GIÁ CHỈ NHỈNH 2 TỶ","Gần đường Nguyễn Thị Búp, P","Gần đường Nguyễn Thị Búp, P",Đường Nguyễn Thị Búp,,Quận 12,Hồ Chí Minh,dedicated_address,consistent,street_only,success,
152053,https://batdongsan.vn/nha-48m2-1-lau-dep-36-dang-nhu-lam-tt-nha-be-gia-3599-ty-r152053,"Nhà Bè, Hồ Chí Minh",NHÀ 48M2 1 LẦU ĐẸP – 36 ĐẶNG NHỮ LÂM- TT NHÀ BÈ – GIÁ 3.599 TỶ,"Hẻm 1 xẹc, cách Đặng Nhữ Lâm 100m,","Hẻm 1 xẹc, cách Đặng Nhữ Lâm 100m",Hẻm 1 Xẹc,,Nhà Bè,Hồ Chí Minh,dedicated_address,consistent,alley_or_lane,success,
124115,https://batdongsan.vn/3-tang-kha-van-can-3pn-2wc-btct-gia-19-ty-r124115,"Thủ Đức, Hồ Chí Minh","3 Tầng Kha Vạn Cân - 3PN 2WC , BTCT, Giá 1,9 Tỷ","Ngay trung tâm Thủ Đức, gần gần ĐH Cảnh Sát , CĐ Kỹ Thuật, các tuyến đường","Ngay trung tâm Thủ Đức, gần gần ĐH Cảnh Sát , CĐ Kỹ Thuật, các tuyến đường",Đường 3 Tầng Kha Vạn Cân,,Thủ Đức,Hồ Chí Minh,dedicated_address,consistent,street_only,success,
87077,https://batdongsan.vn/ban-nha-tang-loc-gia-re-165t-2pn-2wc-r257245,"Tân Phú, Hồ Chí Minh","Bán Nhà Tặng Lộc Giá Rẻ 1,65T 2PN 2WC","hẻm 710 Luỹ Bán Bích, phường Tân Thành, quận Tân Phú","hẻm 710 Luỹ Bán Bích, phường Tân Thành, quận Tân Phú",Hẻm 710 Luỹ Bán Bích,Phường Tân Thành,Tân Phú,Hồ Chí Minh,dedicated_address,consistent,full_address,success,
174409,https://batdongsan.vn/khu-trung-tam-quan-4-nha-dep-4-tang-duong-hoang-dieu-thong-ra-ton-dan-vinh-hoi-khanh-hoi-r174409,"Quận 4, Hồ Chí Minh","KHU TRUNG TÂM QUẬN 4- NHÀ ĐẸP 4 TẦNG- ĐƯỜNG HOÀNG DIỆU- THÔNG RA TÔN ĐẢN- VĨNH HỘI - KHÁNH HỘI.,","Thuận tiện đi lại, gần chợ, gần hồ bơi, thích hợp mua ở or kinh doanh","Thuận tiện đi lại, gần chợ, gần hồ bơi, thích hợp mua ở or kinh doanh",Đường Hoàng Diệu,,Quận 4,Hồ Chí Minh,dedicated_address,consistent,street_only,success,
114010,https://batdongsan.vn/giam-12-ty-ban-nha-lac-long-quan-tan-binh-dt-56m2-moi-gia-4-ty-nhinh-r284204,"Tân Bình, Hồ Chí Minh","GIẢM 1,2 TỶ Bán nhà Lạc Long Quân Tân Bình, DT 56m2 Mới giá 4 tỷ nhỉnh","GIẢM 1,2 TỶ Bán nhà Lạc Long Quân Tân Bình, DT 56m2 Mới giá 4 tỷ nhỉnh","GIẢM 1,2 TỶ Bán nhà Lạc Long Quân Tân Bình",,,Tân Bình,Hồ Chí Minh,title,consistent,unclear,success,
194840,https://batdongsan.vn/ban-nha-rieng-mat-pho-lien-khu-5-6-dt80m2-tl-chinh-chu-r194840,"Bình Tân, Hồ Chí Minh",Bán nhà riêng mặt phố Liên Khu 5-6 dt:80m2 tl chính chủ,phố Liên Khu 5-6 dt,phố Liên Khu 5-6 dt,Phố Liên Khu 5,,Bình Tân,Hồ Chí Minh,title,consistent,street_only,success,
147191,https://batdongsan.vn/nha-dang-cap-xe-hoi-ngu-nha-50m2-luen-ke-phu-my-hung-r147191,"Nhà Bè, Hồ Chí Minh","Nhà đẳng cấp - XE HƠI NGỦ NHÀ 50m2, luền kề Phú Mỹ Hưng","Nhà đẳng cấp - XE HƠI NGỦ NHÀ 50m2, luền kề Phú Mỹ Hưng","Nhà đẳng cấp - XE HƠI NGỦ NHÀ 50m2, luền kề Phú Mỹ Hưng",Xe Hơi Ngủ Nhà,,Nhà Bè,Hồ Chí Minh,title,consistent,street_only,success,
129032,https://batdongsan.vn/ban-nha-hxh-pham-van-chieu-go-vap-48m2-2-pn-gia-nhinh-5-ty-r129032,"Gò Vấp, Hồ Chí Minh","Bán nhà HXH Phạm Văn Chiêu, Gò Vấp, 48m2, 2 PN, giá nhỉnh 5 tỷ.","Hẻm xe hơi Phạm Văn Chiêu, Phường 9, Quận Gò Vấp","Hẻm xe hơi Phạm Văn Chiêu, Phường 9, Quận Gò Vấp",Hẻm Xe Hơi Phạm Văn Chiêu,Phường 9,Gò Vấp,Hồ Chí Minh,dedicated_address,consistent,full_address,success,
125603,https://batdongsan.vn/ban-nha-mat-tien-5-tang-5x12m-gia-125-ty-duong-hiep-thanh-43-r125603,"Quận 12, Hồ Chí Minh","Bán nhà mặt tiền 5 tầng 5x12m giá 12,5 tỷ Đường Hiệp Thành 43","Mặt tiền đường 40m thuật tiện di chuyển kết nối Nguyễn ảnh Thủ  , Nguyễn Thị Búp Phường Vip Hiệp Thành","Mặt tiền đường 40m thuật tiện di chuyển kết nối Nguyễn ảnh Thủ , Nguyễn Thị Búp Phường Vip Hiệp Thành",,,Quận 12,Hồ Chí Minh,dedicated_address,consistent,street_and_ward,success,
157307,https://batdongsan.vn/ban-nha-130m2-2-tang-3pn-2wc-tan-phu-thu-duc-44-ty-r157307,"Thủ Đức, Hồ Chí Minh","Bán nhà 130m², 2 tầng, 3PN, 2WC, Tân Phú, Thủ Đức - 4.4 tỷ","Bán nhà 130m², 2 tầng, 3PN, 2WC, Tân Phú, Thủ Đức - 4.4 tỷ","Bán nhà 130m², 2 tầng, 3PN, 2WC, Tân Phú, Thủ Đức - 4.4 tỷ","3Pn, 2Wc,",,Thủ Đức,Hồ Chí Minh,title,consistent,street_only,success,
126084,https://batdongsan.vn/ban-nha-hxh-thong-ptaythanh-qtanphu-53m2-3t-3pn-nha-moi-gia-chi-5tyxx-r126084,"Tân Phú, Hồ Chí Minh",Bán nhà HXH thông P.TâyThạnh Q.TânPhú 53m2 3T 3PN nhà mới giá chỉ 5tỷxx,Bán nhà HXH thông P.TâyThạnh Q.TânPhú 53m2 3T 3PN nhà mới giá chỉ 5tỷxx,Bán nhà HXH thông Phường TâyThạnh Quận TânPhú 53m2 3T 3PN nhà mới giá chỉ 5tỷxx,3T 3Pn,,Tân Phú,Hồ Chí Minh,title,consistent,full_address,success,
146407,https://batdongsan.vn/ban-nha-ngay-himlam-ke-benh-vien-tan-hung-quan-7-hxh-dt-160m2-chi-9-ty-r146407,"Quận 7, Hồ Chí Minh","BÁN NHÀ NGAY HIMLAM, KÊ BỆNH VIỆN TÂN HƯNG QUẬN 7, HXH, DT 160M2, CHỈ 9 TỶ","BÁN NHÀ NGAY HIMLAM, KÊ BỆNH VIỆN TÂN HƯNG QUẬN 7, HXH, DT 160M2, CHỈ 9 TỶ","BÁN NHÀ NGAY HIMLAM, KÊ BỆNH VIỆN TÂN HƯNG QUẬN 7, HXH","Bán Nhà Ngay Himlam, Kê Bệnh Viện Tân Hưng Quận",,Quận 7,Hồ Chí Minh,description,consistent,alley_or_lane,success,
185763,https://batdongsan.vn/ban-nha-hem-xe-tai-khuong-viet-phu-trung-tan-phu-gan-q11-96m2-4-tang-gia-chi-123-r185763,"Tân Phú, Hồ Chí Minh","BÁN NHÀ HẺM XE TẢI – KHUÔNG VIỆT, PHÚ TRUNG, TÂN PHÚ – GẦN Q11 – 96M² – 4 TẦNG – GIÁ CHỈ 12.3",HẺM XE TẢI – KHUÔNG VIỆT,HẺM XE TẢI – KHUÔNG VIỆT,Bán Nhà Hẻm Xe Tải,,Tân Phú,Hồ Chí Minh,title,consistent,alley_or_lane,success,
108777,https://batdongsan.vn/bao-gia-cua-thep-chong-chay-dat-chuan-ei-60p-90p-120p-r278971,"Thủ Đức, Hồ Chí Minh",Báo giá cửa thép chống cháy đạt chuẩn | EI 60p 90p 120p,Báo giá cửa thép chống cháy đạt chuẩn | EI 60p 90p 120p,Báo giá cửa thép chống cháy đạt chuẩn | EI 60p 90p 120p,,,Thủ Đức,Hồ Chí Minh,title,consistent,unclear,success,
